DATA_DADES;HOMES;SECCIO_CENSAL;DONES;EDAT_0_A_14;EDAT_15_A_24;EDAT_25_A_64;EDAT_65_A_MES;NACIONALS;COMUNITARIS;ESTRANGERS
30/03/15;591;03009;667;125;103;775;255;951;61;246
30/03/15;916;03010;919;207;195;1155;278;1260;133;442
30/03/15;883;03011;913;223;172;1138;263;1139;135;522
30/03/15;1027;03012;1113;217;169;1391;363;1471;186;483
30/03/15;972;03013;922;235;197;1199;263;1228;202;464
30/03/15;955;03014;879;198;134;1222;280;1202;166;466
30/03/15;1470;03015;1508;338;239;1887;514;2010;248;720
30/03/15;628;03016;618;168;118;768;192;774;87;385
30/03/15;876;03017;799;197;133;1088;257;1072;133;470
30/03/15;838;03018;856;236;148;967;343;1248;90;356
30/03/15;695;03019;765;155;110;959;236;1017;115;328
30/03/15;609;03020;583;108;91;667;326;1010;54;128
30/03/15;530;03021;612;100;79;606;357;992;26;124
30/03/15;707;03022;732;180;110;879;270;1111;85;243
30/03/15;1009;03023;975;272;156;1272;284;1394;182;408
30/03/15;987;03024;1008;277;152;1272;294;1455;181;359
30/03/15;563;03025;561;133;116;644;231;1035;10;79
30/03/15;495;03026;507;104;58;421;419;922;13;67
30/03/15;861;03027;918;277;167;932;403;1630;35;114
30/03/15;1104;03028;1180;500;165;1351;268;1996;70;218
30/03/15;578;03029;673;138;134;663;316;1146;22;83
30/03/15;735;03030;849;162;167;846;409;1373;51;160
30/03/15;1174;03031;1282;314;243;1419;480;2228;39;189
30/03/15;762;03032;809;244;135;936;256;1328;55;188
30/03/15;707;03033;714;241;120;738;322;1107;25;289
30/03/15;747;03034;801;195;179;933;241;1392;27;129
30/03/15;1118;03035;1203;245;277;1289;510;2038;48;235
30/03/15;1150;03036;1223;352;220;1391;410;2114;73;186
30/03/15;538;03037;573;136;173;668;134;1017;15;79
30/03/15;489;03038;535;161;105;562;196;929;6;89
30/03/15;1190;03039;1232;374;240;1328;480;1971;61;390
30/03/15;728;03040;808;137;118;910;371;1400;59;77
30/03/15;624;03041;727;162;117;742;330;1093;76;182
30/03/15;675;03042;728;159;148;815;281;1090;88;225
30/03/15;744;03043;883;168;133;929;397;1322;78;227
30/03/15;901;03044;1022;234;171;1147;371;1458;100;365
30/03/15;522;03045;548;121;68;651;230;871;80;119
30/03/15;671;03046;778;114;133;890;312;1258;90;101
30/03/15;875;03047;945;192;155;1163;310;1447;100;273
30/03/15;644;03048;709;107;97;853;296;1104;71;178
30/03/15;797;03049;888;194;113;1007;371;1322;100;263
30/03/15;756;03050;822;142;113;1023;300;1257;92;229
30/03/15;857;03051;924;238;125;1153;265;1389;102;290
30/03/15;620;03052;642;147;106;771;238;983;88;191
30/03/15;1019;03053;1059;238;163;1295;382;1552;113;413
30/03/15;870;03054;943;199;176;1106;332;1495;80;238
30/03/15;740;03055;813;144;133;953;323;1322;64;167
30/03/15;372;03056;453;98;55;437;235;735;16;74
30/03/15;696;03057;828;168;129;867;360;1347;46;131
30/03/15;573;03058;770;151;126;736;330;1218;44;81
30/03/15;588;03059;607;137;90;654;314;1041;35;119
30/03/15;628;03060;706;149;103;778;304;1239;23;72
30/03/15;507;03061;580;108;66;558;355;942;32;113
30/03/15;784;03062;884;203;126;944;395;1431;55;182
30/03/15;631;03063;668;170;111;751;267;1038;47;214
30/03/15;574;03064;673;163;116;772;196;1148;34;65
30/03/15;681;03065;708;125;167;882;215;1292;16;81
30/03/15;1117;03066;1194;329;203;1402;377;2031;51;229
30/03/15;793;03067;897;180;156;963;391;1466;31;193
30/03/15;548;03068;626;117;76;635;346;1019;23;132
30/03/15;569;03069;603;115;88;684;285;1039;23;110
30/03/15;628;03070;663;130;116;787;258;1082;46;163
30/03/15;622;03071;697;146;129;748;296;1061;59;199
30/03/15;643;03072;766;157;120;854;278;1152;32;225
30/03/15;731;03073;833;165;129;976;294;1343;32;189
30/03/15;822;03074;967;211;139;1025;414;1512;54;223
30/03/15;766;03075;873;192;127;956;364;1385;22;232
30/03/15;490;03076;507;94;70;536;297;873;18;106
30/03/15;610;03077;721;147;114;730;340;1150;39;142
30/03/15;809;03078;846;187;155;1018;295;1357;55;243
30/03/15;877;03079;947;217;161;1075;371;1406;57;361
30/03/15;698;03080;833;160;127;881;363;1296;41;194
30/03/15;863;03081;1016;207;183;1094;395;1607;42;230
30/03/15;863;03082;972;192;155;1089;399;1564;64;207
30/03/15;650;03083;756;112;141;860;293;1246;36;124
30/03/15;677;03084;783;162;98;820;380;1276;57;127
30/03/15;559;03085;625;90;110;722;262;990;33;161
30/03/15;607;03086;650;108;113;706;330;1175;37;45
30/03/15;677;03087;796;188;97;744;444;1301;37;135
30/03/15;683;03088;764;157;112;821;357;1245;42;160
30/03/15;560;03089;645;119;90;649;347;1121;26;58
30/03/15;494;03090;571;132;102;584;247;988;28;49
30/03/15;686;03091;754;169;145;850;276;1232;50;158
30/03/15;641;03092;655;156;117;783;240;1058;74;164
30/03/15;760;03093;812;185;158;918;311;1407;27;138
30/03/15;532;03094;640;123;80;670;299;1067;35;70
30/03/15;755;03095;907;174;146;987;355;1358;65;239
30/03/15;724;03096;803;168;146;968;245;1151;76;300
30/03/15;778;03097;827;169;150;1033;253;1082;107;416
30/03/15;670;03098;707;181;133;810;253;1068;62;247
30/03/15;473;03099;572;128;67;644;206;850;46;149
30/03/15;596;03100;652;144;91;737;276;1023;69;156
30/03/15;954;03101;851;175;112;1117;401;1402;104;299
30/03/15;632;03102;696;172;100;790;266;1121;50;157
30/03/15;565;03103;639;123;77;670;334;1090;29;85
30/03/15;680;03104;745;173;121;893;238;1115;78;232
30/03/15;534;03105;597;128;89;698;216;925;38;168
30/03/15;578;03106;704;157;94;805;226;1041;88;153
30/03/15;750;03107;769;157;97;933;332;1309;42;168
30/03/15;745;03108;867;174;129;964;345;1253;75;284
30/03/15;687;03109;769;169;106;900;281;1247;63;146
30/03/15;715;03110;818;183;111;880;359;1301;61;171
30/03/15;604;03111;702;171;66;810;259;1114;60;132
30/03/15;868;03112;1003;206;193;1092;380;1671;51;149
30/03/15;769;03113;862;158;151;844;478;1420;68;143
30/03/15;641;03114;770;137;141;755;378;1281;37;93
30/03/15;710;03211;722;177;219;834;202;1324;3;105
30/03/15;1131;03212;1306;275;214;1245;703;2059;52;326
30/03/15;1162;03213;1181;332;269;1413;329;1859;53;431
30/03/15;559;04001;661;110;136;726;248;1013;54;153
30/03/15;905;04002;984;236;177;1088;388;1733;44;112
30/03/15;538;04003;553;128;92;639;232;978;32;81
30/03/15;471;04004;568;114;75;631;219;917;29;93
30/03/15;578;04005;652;143;104;677;306;1134;25;71
30/03/15;535;04006;627;143;101;613;305;1060;30;72
30/03/15;464;04007;612;109;79;539;349;952;40;84
30/03/15;469;04008;547;114;89;576;237;886;28;102
30/03/15;642;04009;773;155;121;838;301;1238;54;123
30/03/15;441;04010;508;123;93;518;215;855;25;69
30/03/15;793;04011;881;221;104;895;454;1551;55;68
30/03/15;643;04012;763;137;149;772;348;1326;33;47
30/03/15;571;04013;693;134;115;712;303;1154;34;76
30/03/15;352;04014;430;72;69;372;269;725;17;40
30/03/15;873;04015;1022;215;185;1108;387;1755;37;103
30/03/15;521;04016;591;116;83;640;273;1032;25;55
30/03/15;489;04017;605;121;66;573;334;1010;22;62
30/03/15;705;04018;882;210;169;803;405;1407;51;129
30/03/15;599;04019;718;152;145;664;356;1178;64;75
30/03/15;655;04020;783;197;134;719;388;1298;53;87
30/03/15;569;04021;696;154;110;639;362;1122;54;89
30/03/15;708;04022;823;136;123;862;410;1309;71;151
30/03/15;511;04023;575;153;120;533;280;956;33;97
30/03/15;509;04024;558;163;122;525;257;1004;19;44
30/03/15;568;04025;635;158;99;682;264;1048;52;103
30/03/15;626;04026;739;183;105;739;338;1206;54;105
30/03/15;559;04027;666;150;112;684;279;1079;49;97
30/03/15;644;04028;714;166;80;659;453;1199;68;91
30/03/15;533;04029;625;121;92;623;322;1072;14;72
30/03/15;824;04030;967;231;120;911;529;1601;74;116
30/03/15;980;04031;870;199;142;1129;380;1478;103;269
30/03/15;700;04032;853;174;131;872;376;1466;29;58
30/03/15;539;04033;638;144;80;677;276;1048;31;98
30/03/15;698;04034;803;172;128;733;468;1425;36;40
30/03/15;639;04035;774;166;86;806;355;1300;37;76
30/03/15;759;04036;946;213;134;824;534;1513;47;145
30/03/15;980;04037;1144;240;175;1139;570;1901;36;187
30/03/15;584;04038;677;134;96;678;353;1185;17;59
30/03/15;560;04039;653;176;99;693;245;1063;41;109
30/03/15;759;04040;863;245;144;915;318;1316;49;257
30/03/15;601;04041;708;161;89;753;306;1115;39;155
30/03/15;810;04042;932;120;138;1021;463;1506;42;194
30/03/15;755;04043;897;173;136;877;466;1555;18;79
30/03/15;767;04044;830;169;134;913;381;1459;22;116
30/03/15;670;04045;742;181;107;749;375;1248;49;115
30/03/15;1205;04046;1256;285;229;1337;610;2288;67;106
30/03/15;803;04047;878;190;180;927;384;1563;31;87
30/03/15;731;04048;847;173;168;880;357;1428;66;84
30/03/15;541;04049;624;167;115;629;254;1049;48;68
30/03/15;955;04050;1103;339;169;987;563;1884;78;96
30/03/15;732;04051;856;226;126;791;445;1420;68;100
30/03/15;992;04052;1174;339;218;1026;583;1902;142;122
30/03/15;741;04053;812;190;198;877;288;1247;101;205
30/03/15;519;04054;570;169;106;531;283;922;66;101
30/03/15;734;04055;797;243;207;702;379;1279;179;73
30/03/15;795;04056;918;264;200;880;369;1345;200;168
30/03/15;632;04084;736;184;87;651;446;1252;38;78
30/03/15;814;05001;828;354;146;945;197;1382;175;85
30/03/15;772;05002;850;290;151;816;365;1451;122;49
30/03/15;676;05003;701;257;158;787;175;1212;80;85
30/03/15;475;05004;663;171;162;491;314;1009;64;65
30/03/15;539;05005;562;197;139;511;254;925;88;88
30/03/15;886;05006;888;369;222;822;361;1488;199;87
30/03/15;770;05007;825;248;143;825;379;1413;109;73
30/03/15;740;05008;853;305;154;764;370;1466;59;68
30/03/15;793;05009;958;312;184;873;382;1558;99;94
30/03/15;757;05010;886;321;142;829;351;1496;113;34
30/03/15;640;05011;764;236;125;773;270;1281;49;74
30/03/15;644;05012;782;253;134;768;271;1267;71;88
30/03/15;822;05013;890;312;149;937;314;1501;126;85
30/03/15;791;05014;870;291;154;883;333;1435;135;91
30/03/15;718;05015;840;338;134;791;295;1389;93;76
30/03/15;847;05016;1005;337;169;972;374;1641;101;110
30/03/15;735;05017;846;256;209;787;329;1417;83;81
30/03/15;554;05018;657;189;115;586;321;1127;34;50
30/03/15;781;05019;881;303;177;841;341;1519;64;79
30/03/15;505;05020;617;148;111;623;240;984;43;95
30/03/15;599;05021;694;224;191;650;228;1064;60;169
30/03/15;753;05022;983;260;190;864;422;1616;46;74
30/03/15;671;05023;821;235;117;796;344;1340;60;92
30/03/15;867;05024;1034;307;226;922;446;1739;88;74
30/03/15;749;05025;807;208;394;656;298;1240;36;280
30/03/15;677;05026;743;268;174;699;279;1327;45;48
30/03/15;666;05027;699;264;174;632;295;1267;53;45
30/03/15;762;05028;802;318;167;781;298;1453;45;66
30/03/15;844;05029;890;375;227;806;326;1590;74;70
30/03/15;671;05030;762;273;184;686;290;1363;25;45
30/03/15;736;05031;877;291;203;724;395;1463;87;63
30/03/15;796;05032;954;259;232;844;415;1531;80;139
30/03/15;636;05033;735;272;119;673;307;1236;59;76
30/03/15;505;05034;665;180;107;588;295;1065;49;56
30/03/15;530;05035;549;127;128;492;332;1014;32;33
30/03/15;793;05036;881;279;206;824;365;1552;55;67
30/03/15;622;05037;795;256;129;697;335;1285;56;76
30/03/15;584;05038;674;162;129;697;270;1110;37;111
30/03/15;703;05039;833;250;164;781;341;1460;29;47
30/03/15;650;05040;787;229;150;787;271;1275;70;92
30/03/15;973;05041;965;262;195;1189;292;1500;119;319
30/03/15;590;05042;656;165;142;647;292;1104;36;106
30/03/15;652;05043;740;204;122;777;289;1237;47;108
30/03/15;588;05044;711;192;129;679;299;1143;57;99
30/03/15;696;05045;850;273;164;779;330;1446;46;54
30/03/15;506;05046;644;151;136;508;355;1094;23;33
30/03/15;594;05047;701;259;147;634;255;1216;40;39
30/03/15;573;05048;700;197;163;599;314;1205;24;44
30/03/15;753;05049;893;231;219;823;373;1493;74;79
30/03/15;757;05050;881;240;152;908;338;1489;54;95
30/03/15;770;05051;857;292;189;783;363;1493;67;67
30/03/15;669;05052;845;274;185;715;340;1400;57;57
30/03/15;676;05053;789;220;204;718;323;1341;48;76
30/03/15;461;05054;581;139;145;508;250;930;34;78
30/03/15;684;05055;751;228;189;650;368;1321;34;80
30/03/15;506;05056;707;181;96;597;339;1095;39;79
30/03/15;807;05057;917;221;221;841;441;1588;53;83
30/03/15;728;05058;866;260;146;805;383;1392;80;122
30/03/15;680;05059;894;224;138;818;394;1403;64;107
30/03/15;500;05060;611;185;137;532;257;962;70;79
30/03/15;640;05061;789;157;109;843;320;1195;84;150
30/03/15;702;05062;889;231;160;822;378;1423;68;100
30/03/15;699;05063;851;228;164;802;356;1404;55;91
30/03/15;708;05064;883;213;155;832;391;1399;97;95
30/03/15;730;05065;921;237;148;856;410;1418;75;158
30/03/15;526;05066;665;150;127;602;312;1079;47;65
30/03/15;587;05067;702;191;124;649;325;1133;70;86
30/03/15;683;05068;810;210;123;855;305;1307;91;95
30/03/15;775;05069;922;254;176;935;332;1492;93;112
30/03/15;649;05070;817;233;128;763;342;1326;48;92
30/03/15;708;05071;845;212;150;858;333;1319;104;130
30/03/15;728;05072;932;225;162;903;370;1466;83;111
30/03/15;724;05073;890;198;160;920;336;1428;70;116
30/03/15;798;05074;924;266;180;889;387;1526;93;103
30/03/15;738;05075;972;264;169;849;428;1561;66;83
30/03/15;613;05076;721;169;134;686;345;1201;58;75
30/03/15;622;05077;790;222;186;696;308;1274;63;75
30/03/15;947;05078;1084;362;224;1031;414;1863;70;98
30/03/15;543;05079;683;167;135;653;271;1120;55;51
30/03/15;572;05080;745;161;133;740;283;1158;76;83
30/03/15;669;05081;857;217;141;848;320;1320;96;110
30/03/15;751;05082;892;226;148;932;337;1427;93;123
30/03/15;605;05083;707;160;112;744;296;1127;77;108
30/03/15;592;05084;772;175;147;744;298;1194;82;88
30/03/15;617;05085;685;182;105;784;231;1102;78;122
30/03/15;607;05086;726;201;122;768;242;1167;73;93
30/03/15;669;05087;855;181;146;834;363;1341;69;114
30/03/15;856;05088;896;213;229;988;322;1534;81;137
30/03/15;782;05089;902;202;176;933;373;1489;102;93
30/03/15;872;05090;959;259;130;1087;355;1573;112;146
30/03/15;654;05091;855;212;136;820;341;1342;95;72
30/03/15;666;05092;840;206;179;768;353;1362;65;79
30/03/15;505;05093;632;152;132;573;280;1014;40;83
30/03/15;1136;05094;1413;404;294;1253;598;2334;104;111
30/03/15;707;05095;902;263;143;825;378;1435;42;132
30/03/15;485;05096;577;151;95;585;231;958;49;55
30/03/15;761;05097;846;290;143;848;326;1424;101;82
30/03/15;678;05098;807;213;129;859;284;1287;77;121
30/03/15;477;06001;582;121;63;600;275;867;67;125
30/03/15;659;06002;783;159;117;810;356;1198;81;163
30/03/15;1081;06003;1166;289;163;1316;479;1953;156;138
30/03/15;698;06004;754;197;125;822;308;1269;71;112
30/03/15;477;06006;547;154;99;556;215;930;35;59
30/03/15;872;06007;991;304;187;1055;317;1671;78;114
30/03/15;832;06008;1041;232;157;1047;437;1617;87;169
30/03/15;563;06009;638;218;85;625;273;1089;75;37
30/03/15;474;06010;536;128;86;527;269;918;25;67
30/03/15;574;06011;652;156;109;593;368;1151;36;39
30/03/15;500;06012;581;132;62;552;335;963;55;63
30/03/15;810;06013;896;213;165;965;363;1478;106;122
30/03/15;638;06014;704;150;105;745;342;1202;49;91
30/03/15;636;06015;719;174;127;783;271;1154;67;134
30/03/15;740;06016;850;231;148;962;249;1362;77;151
30/03/15;614;06017;701;194;91;748;282;1146;63;106
30/03/15;611;06018;679;152;100;786;252;1079;116;95
30/03/15;711;06019;819;194;132;919;285;1318;103;109
30/03/15;525;06020;599;146;76;600;302;967;72;85
30/03/15;625;06021;737;178;153;705;326;1176;86;100
30/03/15;692;06022;720;177;159;771;305;1206;78;128
30/03/15;628;06023;696;141;111;725;347;1259;23;42
30/03/15;689;06024;909;193;130;833;442;1429;74;95
30/03/15;617;06025;779;171;103;717;405;1285;42;69
30/03/15;449;06026;570;98;67;560;294;908;31;80
30/03/15;522;06027;670;146;101;641;304;1071;40;81
30/03/15;616;06028;710;166;88;783;289;1126;89;111
30/03/15;554;06029;671;97;101;708;319;1074;65;86
30/03/15;623;06030;725;147;93;829;279;1104;123;121
30/03/15;476;06031;617;89;79;690;235;934;71;88
30/03/15;532;06032;600;132;68;702;230;997;64;71
30/03/15;589;06033;710;129;92;797;281;1137;87;75
30/03/15;546;06034;714;126;102;748;284;1076;95;89
30/03/15;457;06035;548;100;89;568;248;897;58;50
30/03/15;608;06036;803;159;101;727;424;1231;72;108
30/03/15;498;06037;587;144;108;567;266;902;85;98
30/03/15;638;06038;848;192;107;859;328;1251;132;103
30/03/15;689;06039;882;164;85;1028;294;1255;183;133
30/03/15;685;06040;953;179;135;920;404;1374;114;150
30/03/15;756;06041;937;211;145;989;348;1383;142;168
30/03/15;795;06042;918;259;123;1016;315;1378;163;172
30/03/15;545;06043;678;142;79;752;250;985;102;136
30/03/15;671;06044;764;163;122;860;290;1209;110;116
30/03/15;597;06045;702;137;110;846;206;996;140;163
30/03/15;491;06046;589;107;83;692;198;831;123;126
30/03/15;908;06047;860;184;113;1246;225;1205;292;271
30/03/15;642;06048;755;158;95;909;235;1071;143;183
30/03/15;486;06049;606;144;73;666;209;879;97;116
30/03/15;559;06050;663;135;93;779;215;953;132;137
30/03/15;560;06051;749;191;90;784;244;1031;128;150
30/03/15;723;06052;856;166;128;1004;281;1253;170;156
30/03/15;682;06053;793;185;104;902;284;1220;147;108
30/03/15;756;06054;863;206;104;1041;268;1303;153;163
30/03/15;617;06055;809;154;99;858;315;1228;101;97
30/03/15;723;06056;828;172;92;1050;237;1208;166;177
30/03/15;653;06057;847;166;87;945;302;1199;143;158
30/03/15;753;06058;941;161;100;1111;322;1338;156;200
30/03/15;705;06059;784;190;99;890;310;1306;86;97
30/03/15;823;06060;962;192;126;1116;351;1461;147;177
30/03/15;618;06061;727;140;86;835;284;1124;75;146
30/03/15;631;06062;711;175;83;801;283;1113;94;135
30/03/15;682;06063;804;173;93;931;289;1215;118;153
30/03/15;857;06064;1030;237;160;1021;469;1651;102;134
30/03/15;543;06065;636;161;91;666;261;1039;52;88
30/03/15;427;06066;536;101;53;577;232;831;44;88
30/03/15;807;06067;962;202;129;1078;360;1484;138;147
30/03/15;651;06068;823;179;117;814;364;1303;76;95
30/03/15;523;06069;579;135;81;634;252;964;52;86
30/03/15;803;06070;1032;200;142;1082;411;1545;113;177
30/03/15;510;06071;574;123;138;585;238;930;47;107
30/03/15;724;06072;890;157;153;883;421;1438;65;111
30/03/15;653;06073;731;132;118;829;305;1214;58;112
30/03/15;519;06074;569;138;90;616;244;924;68;96
30/03/15;516;06075;573;118;94;596;281;1005;26;58
30/03/15;619;06076;648;132;89;645;401;1147;35;85
30/03/15;526;06077;683;139;101;710;259;1044;64;101
30/03/15;596;06078;684;158;96;783;243;1088;85;107
30/03/15;513;06079;607;131;72;649;268;975;64;81
30/03/15;547;06080;625;140;90;648;294;1032;27;113
30/03/15;580;06081;664;136;90;747;271;1088;80;76
30/03/15;792;06082;989;221;169;990;401;1589;75;117
30/03/15;820;06083;892;176;132;958;446;1540;58;114
30/03/15;666;06084;786;174;110;822;346;1273;60;119
30/03/15;542;06085;665;122;98;656;331;1093;46;68
30/03/15;435;06086;509;112;82;517;233;896;19;29
30/03/15;854;06087;1027;190;119;1059;513;1766;46;69
30/03/15;528;06088;665;135;99;637;322;1086;39;68
30/03/15;683;07001;878;146;135;787;493;1425;45;91
30/03/15;537;07002;602;114;61;662;302;998;46;95
30/03/15;600;07003;703;183;105;747;268;1097;65;141
30/03/15;693;07004;800;154;110;906;323;1233;72;188
30/03/15;683;07005;788;185;70;861;355;1301;48;122
30/03/15;431;07006;514;102;71;547;225;875;26;44
30/03/15;623;07007;800;128;114;689;492;1271;39;113
30/03/15;690;07008;718;138;125;777;368;1291;41;76
30/03/15;544;07009;636;124;108;663;285;1024;57;99
30/03/15;626;07010;695;149;140;766;266;1113;42;166
30/03/15;502;07011;623;96;80;701;248;945;58;122
30/03/15;700;07012;840;165;112;887;376;1307;80;153
30/03/15;585;07013;648;108;118;712;295;1139;25;69
30/03/15;430;07014;482;92;75;489;256;761;36;115
30/03/15;657;07015;754;162;133;767;349;1268;45;98
30/03/15;656;07016;680;168;130;734;304;1217;37;82
30/03/15;715;07017;913;207;134;865;422;1411;66;151
30/03/15;712;07018;882;199;144;865;386;1353;56;185
30/03/15;663;07019;777;168;130;775;367;1284;42;114
30/03/15;705;07020;844;204;109;870;366;1291;70;188
30/03/15;507;07021;538;112;93;608;232;946;40;59
30/03/15;528;07022;587;135;106;626;248;1022;25;68
30/03/15;634;07023;651;160;119;750;256;1107;67;111
30/03/15;640;07024;757;160;129;763;345;1232;56;109
30/03/15;645;07025;737;170;120;785;307;1170;52;160
30/03/15;485;07026;572;112;71;532;342;940;22;95
30/03/15;905;07027;1046;275;170;1049;457;1650;89;212
30/03/15;689;07028;753;187;152;874;229;1234;67;141
30/03/15;625;07029;647;120;101;662;389;1137;32;103
30/03/15;608;07030;729;196;83;728;330;1153;31;153
30/03/15;749;07031;815;203;103;919;339;1350;44;170
30/03/15;634;07032;662;164;107;757;268;1171;32;93
30/03/15;646;07033;732;142;111;775;350;1245;23;110
30/03/15;735;07034;840;213;141;891;330;1435;42;98
30/03/15;793;07035;975;241;161;993;373;1610;55;103
30/03/15;600;07036;753;145;111;771;326;1217;29;107
30/03/15;669;07037;829;174;129;833;362;1277;59;162
30/03/15;601;07038;700;146;139;662;354;1130;38;133
30/03/15;731;07039;814;180;170;900;295;1354;43;148
30/03/15;687;07040;811;181;126;871;320;1285;71;142
30/03/15;613;07041;759;181;105;808;278;1123;44;205
30/03/15;711;07042;839;178;127;904;341;1321;55;174
30/03/15;631;07043;738;173;97;769;330;1179;48;142
30/03/15;608;07044;681;124;105;714;346;1154;22;113
30/03/15;695;07045;778;194;107;795;377;1287;41;145
30/03/15;639;07046;763;165;76;773;388;1197;48;157
30/03/15;676;07047;761;156;116;857;308;1225;49;163
30/03/15;538;07048;662;140;102;646;312;1061;33;106
30/03/15;577;07049;644;133;109;681;298;1079;41;101
30/03/15;535;07050;592;146;82;640;259;982;36;109
30/03/15;775;07051;960;235;142;950;408;1501;59;175
30/03/15;573;07052;672;135;108;613;389;1192;24;29
30/03/15;703;07053;769;209;120;798;345;1372;23;77
30/03/15;725;07054;813;254;128;797;359;1462;31;45
30/03/15;553;07055;621;158;121;586;309;1132;22;20
30/03/15;567;07056;612;164;94;653;268;1114;20;45
30/03/15;679;07057;763;207;150;780;305;1368;16;58
30/03/15;676;07058;716;202;124;803;263;1296;36;60
30/03/15;624;07059;682;160;110;739;297;1151;72;83
30/03/15;881;07060;908;214;146;1039;390;1599;55;135
30/03/15;630;07061;614;180;108;697;259;1139;24;81
30/03/15;602;07062;660;166;115;747;234;1109;37;116
30/03/15;717;07063;732;200;132;800;317;1323;23;103
30/03/15;795;07064;866;221;147;916;377;1483;42;136
30/03/15;787;07065;827;180;144;931;359;1356;42;216
30/03/15;828;07066;943;232;173;971;395;1491;51;229
30/03/15;710;07067;808;213;132;828;345;1293;33;192
30/03/15;562;07068;638;155;112;650;283;1035;20;145
30/03/15;712;07069;731;189;125;791;338;1240;22;181
30/03/15;638;07070;732;177;133;744;316;1196;23;151
30/03/15;638;07071;712;153;122;719;356;1234;17;99
30/03/15;641;07072;714;185;114;725;331;1227;20;108
30/03/15;485;07073;577;127;74;550;311;935;26;101
30/03/15;819;07074;912;218;146;973;394;1484;22;225
30/03/15;607;07075;654;142;123;647;349;1079;23;159
30/03/15;648;07076;705;177;116;713;347;1162;35;156
30/03/15;614;07077;672;176;110;728;272;1115;25;146
30/03/15;646;07078;659;177;113;755;260;1141;38;126
30/03/15;655;07079;722;150;119;713;395;1238;13;126
30/03/15;835;07080;954;294;147;1027;321;1607;34;148
30/03/15;943;07081;1013;225;191;1126;414;1814;31;111
30/03/15;637;07082;660;178;116;732;271;1149;40;108
30/03/15;611;07083;634;131;102;695;317;1101;29;115
30/03/15;655;07084;677;166;112;755;299;1144;42;146
30/03/15;621;07085;668;188;108;737;256;1187;32;70
30/03/15;703;07086;743;170;122;814;340;1235;47;164
30/03/15;742;07087;811;175;117;877;384;1348;33;172
30/03/15;611;07088;638;164;117;725;243;1047;41;161
30/03/15;570;07089;731;147;110;664;380;1163;26;112
30/03/15;719;07090;722;201;127;783;330;1339;16;86
30/03/15;534;07091;589;138;102;583;300;1004;31;88
30/03/15;606;07092;741;120;96;641;490;1122;29;196
30/03/15;728;07093;834;179;134;815;434;1429;36;97
30/03/15;544;07094;698;124;77;616;425;1109;21;112
30/03/15;684;07095;848;191;127;827;387;1388;29;115
30/03/15;634;07096;751;170;125;701;389;1225;28;132
30/03/15;394;07097;537;88;51;345;447;853;14;64
30/03/15;899;07098;1019;285;187;1038;408;1785;55;78
30/03/15;518;07099;555;98;138;679;158;1008;15;50
30/03/15;535;07100;632;126;78;527;436;1081;23;63
30/03/15;663;07101;716;152;95;654;478;1210;37;132
30/03/15;285;07102;261;78;46;330;92;462;6;78
30/03/15;675;07103;808;141;170;872;300;1174;54;255
30/03/15;744;07104;840;208;136;831;409;1414;48;122
30/03/15;514;07105;554;135;94;606;233;1006;19;43
30/03/15;530;07106;598;143;75;567;343;1073;4;51
30/03/15;603;07107;647;163;106;667;314;1201;10;39
30/03/15;598;07108;632;141;127;656;306;1174;15;41
30/03/15;775;07109;864;182;115;876;466;1466;36;137
30/03/15;426;07110;575;96;82;437;386;958;7;36
30/03/15;399;07111;500;98;56;397;348;864;20;15
30/03/15;603;07112;657;160;113;697;290;1171;20;69
30/03/15;577;07113;611;181;92;659;256;1096;18;74
30/03/15;536;07114;650;159;110;646;271;1123;13;50
30/03/15;586;07115;566;153;155;569;275;996;34;122
30/03/15;699;07116;772;220;98;829;324;1378;25;68
30/03/15;891;07117;703;194;111;1024;265;1206;147;241
30/03/15;547;07118;680;161;88;662;316;1131;21;75
30/03/15;540;07119;651;152;102;650;287;1022;19;150
30/03/15;549;07120;669;122;113;631;352;1080;18;120
30/03/15;552;07121;656;132;90;625;361;1030;29;149
30/03/15;581;07122;735;148;103;663;402;1205;10;101
30/03/15;654;07123;719;156;158;706;353;1240;21;112
30/03/15;586;08001;669;126;121;686;322;1153;18;84
30/03/15;600;08002;681;166;92;680;343;1172;28;81
30/03/15;585;08003;639;132;98;684;310;1133;21;70
30/03/15;647;08004;769;173;122;764;357;1205;18;193
30/03/15;547;08005;611;126;92;629;311;1028;20;110
30/03/15;684;08006;791;189;138;786;362;1274;53;148
30/03/15;531;08007;673;119;98;613;374;1118;10;76
30/03/15;761;08008;868;202;117;959;351;1423;49;157
30/03/15;772;08009;890;223;139;933;367;1451;32;179
30/03/15;508;08010;604;129;111;604;268;1006;14;92
30/03/15;531;08011;649;157;120;615;288;1092;21;67
30/03/15;609;08012;753;172;134;740;316;1175;35;152
30/03/15;536;08013;654;146;91;646;307;1023;18;149
30/03/15;555;08014;634;145;108;652;284;1018;12;159
30/03/15;601;08015;766;172;109;731;355;1141;24;202
30/03/15;531;08016;655;133;81;612;360;1008;12;166
30/03/15;628;08017;703;137;103;739;352;1221;19;91
30/03/15;717;08018;858;168;148;898;361;1350;24;201
30/03/15;795;08019;977;211;140;1039;382;1453;57;262
30/03/15;570;08020;686;137;84;708;327;1117;11;128
